Id,ActivityHour,value_sleep,number_unique_logId_sleep
2026352035,2016-04-23 20:00:00,20,1
2026352035,2016-04-23 21:00:00,63,1
2026352035,2016-04-23 22:00:00,76,1
2026352035,2016-04-23 23:00:00,67,1
2026352035,2016-04-24 00:00:00,60,1
2026352035,2016-04-24 01:00:00,64,1
2026352035,2016-04-24 02:00:00,60,1
2026352035,2016-04-24 03:00:00,60,1
2026352035,2016-04-24 04:00:00,60,1
2026352035,2016-04-24 05:00:00,61,1
2026352035,2016-04-24 06:00:00,40,1
2026352035,2016-04-24 21:00:00,68,1
2026352035,2016-04-24 22:00:00,63,1
2026352035,2016-04-24 23:00:00,64,1
2026352035,2016-04-25 00:00:00,61,1
2026352035,2016-04-25 01:00:00,62,1
2026352035,2016-04-25 02:00:00,61,1
2026352035,2016-04-25 03:00:00,60,1
2026352035,2016-04-25 04:00:00,63,1
2026352035,2016-04-25 05:00:00,59,1
2026352035,2016-04-26 21:00:00,19,1
2026352035,2016-04-26 22:00:00,65,1
2026352035,2016-04-26 23:00:00,71,1
2026352035,2016-04-27 00:00:00,64,1
2026352035,2016-04-27 01:00:00,66,1
2026352035,2016-04-27 02:00:00,62,1
2026352035,2016-04-27 03:00:00,62,1
2026352035,2016-04-27 04:00:00,61,1
2026352035,2016-04-27 05:00:00,60,1
2026352035,2016-04-27 06:00:00,53,1
2026352035,2016-04-27 21:00:00,49,1
2026352035,2016-04-27 22:00:00,65,1
2026352035,2016-04-27 23:00:00,67,1
2026352035,2016-04-28 00:00:00,66,1
2026352035,2016-04-28 01:00:00,61,1
2026352035,2016-04-28 02:00:00,60,1
2026352035,2016-04-28 03:00:00,63,1
2026352035,2016-04-28 04:00:00,60,1
2026352035,2016-04-28 05:00:00,62,1
2026352035,2016-04-28 06:00:00,28,1
2026352035,2016-04-28 22:00:00,44,1
2026352035,2016-04-28 23:00:00,64,1
2026352035,2016-04-29 00:00:00,64,1
2026352035,2016-04-29 01:00:00,62,1
2026352035,2016-04-29 02:00:00,60,1
2026352035,2016-04-29 03:00:00,61,1
2026352035,2016-04-29 04:00:00,60,1
2026352035,2016-04-29 05:00:00,64,1
2026352035,2016-04-29 06:00:00,55,1
2026352035,2016-04-29 20:00:00,3,1
2026352035,2016-04-29 21:00:00,75,1
2026352035,2016-04-29 22:00:00,72,1
2026352035,2016-04-29 23:00:00,64,1
2026352035,2016-04-30 00:00:00,62,1
2026352035,2016-04-30 01:00:00,60,1
2026352035,2016-04-30 02:00:00,60,1
2026352035,2016-04-30 03:00:00,60,1
2026352035,2016-04-30 04:00:00,60,1
2026352035,2016-04-30 05:00:00,64,1
2026352035,2016-04-30 06:00:00,60,1
2026352035,2016-04-30 07:00:00,6,1
2026352035,2016-04-30 20:00:00,16,1
2026352035,2016-04-30 21:00:00,61,1
2026352035,2016-04-30 22:00:00,67,1
2026352035,2016-04-30 23:00:00,62,1
2026352035,2016-05-01 00:00:00,60,1
2026352035,2016-05-01 01:00:00,60,1
2026352035,2016-05-01 02:00:00,61,1
2026352035,2016-05-01 03:00:00,63,1
2026352035,2016-05-01 04:00:00,60,1
2026352035,2016-05-01 05:00:00,59,1
2026352035,2016-05-01 21:00:00,66,1
2026352035,2016-05-01 22:00:00,74,1
2026352035,2016-05-01 23:00:00,64,1
2026352035,2016-05-02 00:00:00,61,1
2026352035,2016-05-02 01:00:00,60,1
2026352035,2016-05-02 02:00:00,62,1
2026352035,2016-05-02 03:00:00,60,1
2026352035,2016-05-02 04:00:00,61,1
2026352035,2016-05-02 05:00:00,62,1
2026352035,2016-05-02 06:00:00,9,1
2026352035,2016-05-03 21:00:00,43,1
2026352035,2016-05-03 22:00:00,61,1
2026352035,2016-05-03 23:00:00,64,1
2026352035,2016-05-04 00:00:00,60,1
2026352035,2016-05-04 01:00:00,60,1
2026352035,2016-05-04 02:00:00,60,1
2026352035,2016-05-04 03:00:00,64,1
2026352035,2016-05-04 04:00:00,64,1
2026352035,2016-05-04 05:00:00,62,1
2026352035,2016-05-04 06:00:00,45,1
2026352035,2016-05-04 21:00:00,40,1
2026352035,2016-05-04 22:00:00,65,1
2026352035,2016-05-04 23:00:00,67,1
2026352035,2016-05-05 00:00:00,61,1
2026352035,2016-05-05 01:00:00,61,1
2026352035,2016-05-05 02:00:00,61,1
2026352035,2016-05-05 03:00:00,60,1
2026352035,2016-05-05 04:00:00,60,1
2026352035,2016-05-05 05:00:00,27,1
2026352035,2016-05-05 21:00:00,46,1
2026352035,2016-05-05 22:00:00,66,1
2026352035,2016-05-05 23:00:00,67,1
2026352035,2016-05-06 00:00:00,64,1
2026352035,2016-05-06 01:00:00,60,1
2026352035,2016-05-06 02:00:00,61,1
2026352035,2016-05-06 03:00:00,61,1
2026352035,2016-05-06 04:00:00,60,1
2026352035,2016-05-06 05:00:00,60,1
2026352035,2016-05-06 06:00:00,28,1
2026352035,2016-05-06 21:00:00,41,1
2026352035,2016-05-06 22:00:00,63,1
2026352035,2016-05-06 23:00:00,61,1
2026352035,2016-05-07 00:00:00,61,1
2026352035,2016-05-07 01:00:00,61,1
2026352035,2016-05-07 02:00:00,60,1
2026352035,2016-05-07 03:00:00,60,1
2026352035,2016-05-07 04:00:00,61,1
2026352035,2016-05-07 05:00:00,61,1
2026352035,2016-05-07 06:00:00,3,1
2026352035,2016-05-07 20:00:00,6,1
2026352035,2016-05-07 21:00:00,68,1
2026352035,2016-05-07 22:00:00,68,1
2026352035,2016-05-07 23:00:00,63,1
2026352035,2016-05-08 00:00:00,61,1
2026352035,2016-05-08 01:00:00,60,1
2026352035,2016-05-08 02:00:00,60,1
2026352035,2016-05-08 03:00:00,60,1
2026352035,2016-05-08 04:00:00,63,1
2026352035,2016-05-08 05:00:00,61,1
2026352035,2016-05-08 06:00:00,28,1
2026352035,2016-05-08 20:00:00,12,1
2026352035,2016-05-08 21:00:00,66,1
2026352035,2016-05-08 22:00:00,64,1
2026352035,2016-05-08 23:00:00,65,1
2026352035,2016-05-09 00:00:00,65,1
2026352035,2016-05-09 01:00:00,61,1
2026352035,2016-05-09 02:00:00,60,1
2026352035,2016-05-09 03:00:00,60,1
2026352035,2016-05-09 04:00:00,60,1
2026352035,2016-05-09 05:00:00,60,1
2026352035,2016-05-09 06:00:00,10,1
2026352035,2016-05-09 21:00:00,15,1
2026352035,2016-05-09 22:00:00,63,1
2026352035,2016-05-09 23:00:00,64,1
2026352035,2016-05-10 00:00:00,67,1
2026352035,2016-05-10 01:00:00,62,1
2026352035,2016-05-10 02:00:00,61,1
2026352035,2016-05-10 03:00:00,61,1
2026352035,2016-05-10 04:00:00,14,1
2026352035,2016-05-10 21:00:00,56,1
2026352035,2016-05-10 22:00:00,69,1
2026352035,2016-05-10 23:00:00,65,1
2026352035,2016-05-11 00:00:00,62,1
2026352035,2016-05-11 01:00:00,62,1
2026352035,2016-05-11 02:00:00,60,1
2026352035,2016-05-11 03:00:00,62,1
2026352035,2016-05-11 04:00:00,60,1
2026352035,2016-05-11 05:00:00,63,1
2026352035,2016-05-11 06:00:00,26,1
2026352035,2016-05-11 21:00:00,48,1
2026352035,2016-05-11 22:00:00,66,1
2026352035,2016-05-11 23:00:00,65,1
2026352035,2016-05-12 00:00:00,64,1
2026352035,2016-05-12 01:00:00,61,1
2026352035,2016-05-12 02:00:00,62,1
2026352035,2016-05-12 03:00:00,60,1
2026352035,2016-05-12 04:00:00,61,1
2026352035,2016-05-12 05:00:00,31,1
2320127002,2016-04-23 20:00:00,62,1
2320127002,2016-04-23 21:00:00,19,1
2347167796,2016-04-12 22:00:00,61,1
2347167796,2016-04-12 23:00:00,64,1
2347167796,2016-04-13 00:00:00,77,1
2347167796,2016-04-13 01:00:00,77,1
2347167796,2016-04-13 02:00:00,62,1
2347167796,2016-04-13 03:00:00,60,1
2347167796,2016-04-13 04:00:00,62,1
2347167796,2016-04-13 05:00:00,63,1
2347167796,2016-04-13 06:00:00,73,1
2347167796,2016-04-13 22:00:00,43,1
2347167796,2016-04-13 23:00:00,80,1
2347167796,2016-04-14 00:00:00,61,1
2347167796,2016-04-14 01:00:00,78,1
2347167796,2016-04-14 02:00:00,62,1
2347167796,2016-04-14 03:00:00,60,1
2347167796,2016-04-14 04:00:00,61,1
2347167796,2016-04-14 05:00:00,61,1
2347167796,2016-04-14 06:00:00,30,1
2347167796,2016-04-14 22:00:00,34,1
2347167796,2016-04-14 23:00:00,66,1
2347167796,2016-04-15 00:00:00,60,1
2347167796,2016-04-15 01:00:00,66,1
2347167796,2016-04-15 02:00:00,80,1
2347167796,2016-04-15 03:00:00,65,1
2347167796,2016-04-15 04:00:00,64,1
2347167796,2016-04-15 05:00:00,64,1
2347167796,2016-04-15 06:00:00,60,1
2347167796,2016-04-16 22:00:00,8,1
2347167796,2016-04-16 23:00:00,62,1
2347167796,2016-04-17 00:00:00,64,1
2347167796,2016-04-17 01:00:00,65,1
2347167796,2016-04-17 02:00:00,63,1
2347167796,2016-04-17 03:00:00,60,1
2347167796,2016-04-17 04:00:00,61,1
2347167796,2016-04-17 05:00:00,61,1
2347167796,2016-04-17 06:00:00,60,1
2347167796,2016-04-17 07:00:00,77,1
2347167796,2016-04-17 08:00:00,70,1
2347167796,2016-04-17 21:00:00,25,1
2347167796,2016-04-17 22:00:00,60,1
2347167796,2016-04-17 23:00:00,62,1
2347167796,2016-04-18 00:00:00,77,1
2347167796,2016-04-18 01:00:00,62,1
2347167796,2016-04-18 02:00:00,66,1
